antecedent,consequent,confidence,coverage,leverage,lift,strength,support
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES",REGENCY CAKESTAND 3 TIER,0.56,0.12618423704898207,0.004405741522435773,1.2424686940966012,11.408163265306122,138
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.7333333333333333,0.030235839548478128,0.001487514729382227,1.0719112158711452,22.626666666666665,55
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO STORAGE BAG SUKI,0.6133333333333333,0.030235839548478128,0.005709196111853469,1.4447989870212092,14.04,46
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.7536231884057971,0.02781697238459988,0.0019329158892699074,1.1015688384446551,24.594202898550726,52
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,0.4946236559139785,0.03749244104011288,0.0024775388729530367,1.1541994153289028,11.43010752688172,46
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",HEART OF WICKER SMALL,0.5232558139534884,0.03467042934892159,0.005659869619598074,1.4534558191619575,10.383720930232558,45
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.6976744186046512,0.03467042934892159,0.00046937367259829247,1.019788683175508,24.955882352941178,60
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",REGENCY CAKESTAND 3 TIER,0.6162790697674418,0.03467042934892159,0.005740157221489886,1.3673347339518243,13.0,53
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.686046511627907,0.03467042934892159,0.0021068994476204864,1.0971878607949859,18.03488372093023,59
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, PAPER CHAIN KIT 50'S CHRISTMAS ",JUMBO BAG RED RETROSPOT,0.5822784810126582,0.0318484176577303,-0.0032440091776530186,0.8511147743971118,21.481012658227847,46
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, PAPER CHAIN KIT 50'S CHRISTMAS ",LUNCH BAG  BLACK SKULL.,0.5822784810126582,0.0318484176577303,0.005230070908661029,1.39280788057078,13.126582278481013,46
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, PAPER CHAIN KIT 50'S CHRISTMAS ",REGENCY CAKESTAND 3 TIER,0.8032786885245902,0.0318484176577303,0.010640382607803882,1.7822296841549605,18.633333333333333,62
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, PARTY BUNTING",LUNCH BAG  BLACK SKULL.,0.8115942028985508,0.049989921386817175,0.01237745525764133,1.9413302027867456,15.25,82
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, PARTY BUNTING",REGENCY CAKESTAND 3 TIER,0.8289473684210527,0.049989921386817175,0.012945481914750413,1.8391806327087847,16.441176470588236,88
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.427536231884058,0.05563394476919976,-0.014275671950547063,0.6249284756561024,12.297101449275363,59
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",LUNCH BAG  BLACK SKULL.,0.7692307692307693,0.05563394476919976,0.010530271574844968,1.8399970328610638,16.725806451612904,81
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",PAPER CHAIN KIT 50'S CHRISTMAS ,0.4492753623188406,0.05563394476919976,0.009676281283062515,1.6316654996074436,5.991228070175438,62
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER",PARTY BUNTING,0.8709677419354839,0.05563394476919976,0.011130803333934543,1.8402346540638568,19.566666666666666,88
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, REGENCY CAKESTAND 3 TIER, PARTY BUNTING",LUNCH BAG  BLACK SKULL.,0.782608695652174,0.03547671840354767,0.010741961051492917,1.8719969812586474,16.725806451612904,62
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO BAG RED RETROSPOT,0.575,0.03225156218504334,-0.0035198149679574863,0.8404758397171479,21.2125,46
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, SET OF 3 CAKE TINS PANTRY DESIGN ",REGENCY CAKESTAND 3 TIER,0.5625,0.03225156218504334,0.003605222123411227,1.2480154293381038,13.975,45
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, SET OF 3 CAKE TINS PANTRY DESIGN ",WHITE HANGING HEART T-LIGHT HOLDER,0.5625,0.03225156218504334,-0.002024661539609844,0.8996010638297872,19.3875,45
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",NATURAL SLATE HEART CHALKBOARD ,0.5673076923076923,0.04192703084055634,0.007660396120987402,1.4750594662151266,9.173076923076923,59
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",REGENCY CAKESTAND 3 TIER,0.5288461538461539,0.04192703084055634,0.0032757829148389486,1.1733478395486445,10.75,55
"LUNCH BAG RED RETROSPOT, PACK OF 72 RETROSPOT CAKE CASES, WHITE HANGING HEART T-LIGHT HOLDER",SET OF 3 CAKE TINS PANTRY DESIGN ,0.4326923076923077,0.04192703084055634,0.0025234523295004805,1.1615728021978022,8.884615384615385,45
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS ",JUMBO BAG RED RETROSPOT,0.576271186440678,0.06813142511590405,-0.005131255398640336,0.8423339292670016,17.141414141414142,84
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS ",LUNCH BAG  BLACK SKULL.,0.5490196078431373,0.06813142511590405,0.005385120245107972,1.3132527842380928,11.919540229885058,83
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS ",PACK OF 72 RETROSPOT CAKE CASES,0.4838709677419355,0.06813142511590405,0.007320555279781368,1.3440559187949284,8.586538461538462,79
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS ",REGENCY CAKESTAND 3 TIER,0.5,0.06813142511590405,0.0024637242046113284,1.1093470483005368,11.645833333333334,82
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.7758620689655172,0.02338238258415642,0.0021447678914277585,1.1340753459451771,29.25862068965517,45
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , NATURAL SLATE HEART CHALKBOARD ",REGENCY CAKESTAND 3 TIER,0.7931034482758621,0.02338238258415642,0.008005844092285072,1.75965393868361,19.275862068965516,46
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.5975609756097561,0.03305785123966942,-0.0028619929666272963,0.8734531526222746,20.695121951219512,49
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , REGENCY CAKESTAND 3 TIER",LUNCH BAG  BLACK SKULL.,0.5487804878048781,0.03305785123966942,0.004321309520041447,1.3126808100289296,12.646341463414634,45
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , REGENCY CAKESTAND 3 TIER",NATURAL SLATE HEART CHALKBOARD ,0.5609756097560976,0.03305785123966942,0.005830602667750604,1.458595387840671,11.634146341463415,46
"LUNCH BAG RED RETROSPOT, PAPER CHAIN KIT 50'S CHRISTMAS , REGENCY CAKESTAND 3 TIER",PACK OF 72 RETROSPOT CAKE CASES,0.7580645161290323,0.03305785123966942,0.013093867705291355,2.1056876061120544,14.403225806451612,62
"LUNCH BAG RED RETROSPOT, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.5340909090909091,0.10280185446482563,-0.005323116763080185,0.7806791396582203,19.28409090909091,104
"LUNCH BAG RED RETROSPOT, PARTY BUNTING",LUNCH BAG  BLACK SKULL.,0.6271186440677966,0.12336222535779076,0.01082688063041695,1.5000653776375792,10.581632653061224,145
"LUNCH BAG RED RETROSPOT, PARTY BUNTING",PACK OF 72 RETROSPOT CAKE CASES,0.5401459854014599,0.12336222535779076,0.009997431690629766,1.5003719112971121,8.045045045045045,124
"LUNCH BAG RED RETROSPOT, PARTY BUNTING",REGENCY CAKESTAND 3 TIER,0.5547445255474452,0.12336222535779076,0.0057456018260716194,1.2308084039538802,10.072072072072071,127
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.5537190082644629,0.09997984277363435,-0.005704564134821249,0.8093694755450795,17.49484536082474,106
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",LUNCH BAG  BLACK SKULL.,0.67,0.09997984277363435,0.010655660005734712,1.6026374156219867,12.493975903614459,125
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",PACK OF 72 RETROSPOT CAKE CASES,0.6379310344827587,0.09997984277363435,0.019640395244162275,1.771990964204348,9.922222222222222,138
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER",PARTY BUNTING,0.6804123711340206,0.09997984277363435,0.00882562276423306,1.4376174502537804,14.144578313253012,127
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.7307692307692307,0.031445273130417256,0.001466386413094908,1.0681632745569103,25.71212121212121,57
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, NATURAL SLATE HEART CHALKBOARD ",PACK OF 72 RETROSPOT CAKE CASES,0.6794871794871795,0.031445273130417256,0.010046108080845552,1.8874221150256985,11.448717948717949,53
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, NATURAL SLATE HEART CHALKBOARD ",PAPER CHAIN KIT 50'S CHRISTMAS ,0.5897435897435898,0.031445273130417256,0.009886264241856487,2.141814018095131,8.756410256410257,46
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.6282051282051282,0.031445273130417256,9.207070135974123e-05,1.0046826695762867,19.884615384615383,49
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, PARTY BUNTING",LUNCH BAG  BLACK SKULL.,0.7066666666666667,0.0511993549687563,0.009489376946674689,1.6903439408550307,14.814285714285715,74
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, PARTY BUNTING",PACK OF 72 RETROSPOT CAKE CASES,0.7848101265822784,0.0511993549687563,0.017044537800000252,2.17997930457709,13.132352941176471,88
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.6222222222222222,0.036283007458173755,-0.002246427597871745,0.9095004255876383,18.855555555555554,56
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",NATURAL SLATE HEART CHALKBOARD ,0.5444444444444444,0.036283007458173755,0.005799641558114185,1.41561262520382,10.6,49
"LUNCH BAG RED RETROSPOT, REGENCY CAKESTAND 3 TIER, WHITE HANGING HEART T-LIGHT HOLDER",PACK OF 72 RETROSPOT CAKE CASES,0.6111111111111112,0.036283007458173755,0.009110773771356918,1.6974928455891505,9.922222222222222,55
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",JUMBO BAG RED RETROSPOT,0.4943820224719101,0.08304777262648659,-0.009247782776204689,0.7226367747445922,16.00943396226415,101
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",LUNCH BAG  BLACK SKULL.,0.415929203539823,0.06248740173352147,-9.710899216671737e-05,0.9949010505116017,9.258928571428571,63
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",PACK OF 72 RETROSPOT CAKE CASES,0.40540540540540543,0.05200564402338238,0.0022410642560449635,1.1261009049362913,8.045045045045045,52
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN ",WHITE HANGING HEART T-LIGHT HOLDER,0.43820224719101125,0.08304777262648659,-0.01009291542769746,0.7008128137700216,12.1171875,89
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN , NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.6521739130434783,0.02781697238459988,-0.0008890958019213847,0.9532807255771053,24.594202898550726,45
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN , REGENCY CAKESTAND 3 TIER",PACK OF 72 RETROSPOT CAKE CASES,0.6521739130434783,0.02781697238459988,0.008127169385427256,1.8115536296801207,12.942028985507246,45
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN , WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.5842696629213483,0.03587986293086071,-0.003583199916819444,0.854025279243609,19.06741573033708,52
"LUNCH BAG RED RETROSPOT, SET OF 3 CAKE TINS PANTRY DESIGN , WHITE HANGING HEART T-LIGHT HOLDER",PACK OF 72 RETROSPOT CAKE CASES,0.5056179775280899,0.03587986293086071,0.005224463778569394,1.4044629263812172,10.03370786516854,45
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER",JUMBO BAG RED RETROSPOT,0.45987654320987653,0.13061882684942552,-0.014488092791989572,0.67220021534007,13.053846153846154,149
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, JUMBO STORAGE BAG SUKI",LUNCH BAG  BLACK SKULL.,0.5581395348837209,0.04434589800443459,0.006052531251522407,1.3350676145410507,12.05813953488372,61
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",HEART OF WICKER SMALL,0.5,0.04273331989518242,0.005982320231244546,1.3888577827547592,8.424528301886792,53
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.660377358490566,0.04273331989518242,-0.0010152968603606416,0.9652716781000878,20.202380952380953,70
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",LUNCH BAG  BLACK SKULL.,0.42452830188679247,0.04273331989518242,0.0002763746295891262,1.0154700605884173,9.783018867924529,45
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",PACK OF 72 RETROSPOT CAKE CASES,0.5566037735849056,0.04273331989518242,0.008401187395122797,1.5460869657081282,8.424528301886792,59
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",PARTY BUNTING,0.42452830188679247,0.04273331989518242,-0.0020838208252143375,0.8969697213204333,11.075471698113208,45
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD ",REGENCY CAKESTAND 3 TIER,0.46226415094339623,0.04273331989518242,0.0004935087108188072,1.0256227427684208,10.547169811320755,49
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.5436893203883495,0.041523886313243295,-0.0058319028718298235,0.7947091097367713,16.475728155339805,56
"LUNCH BAG RED RETROSPOT, WHITE HANGING HEART T-LIGHT HOLDER, PARTY BUNTING",NATURAL SLATE HEART CHALKBOARD ,0.4368932038834951,0.041523886313243295,0.0021714220750517614,1.1359681260304084,9.262135922330097,45
"NATURAL SLATE HEART CHALKBOARD , HEART OF WICKER SMALL",WHITE HANGING HEART T-LIGHT HOLDER,0.46564885496183206,0.05966539004233017,-0.006814125790925315,0.7447079205240648,15.666666666666666,62
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.8382352941176471,0.03829873009473896,0.004755496419745858,1.2252461090505735,29.771929824561404,74
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.6388888888888888,0.03829873009473896,0.006881167563760078,1.5326536643026003,14.56338028169014,50
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT",JUMBO STORAGE BAG SUKI,0.6338028169014085,0.03829873009473896,0.006720998673751208,1.4930179366799086,14.830985915492958,57
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8867924528301887,0.03467042934892159,0.00450081894572871,1.2962219677344036,33.27450980392157,70
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO STORAGE BAG SUKI,0.8214285714285714,0.03467042934892159,0.009033167840378496,1.9349986433319766,18.803571428571427,58
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.8823529411764706,0.02539810522072163,0.004075408423559032,1.289732746369025,33.27450980392157,52
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",JUMBO SHOPPER VINTAGE RED PAISLEY,0.7301587301587301,0.02539810522072163,0.00795741149033414,1.7516041877744004,16.41269841269841,46
"NATURAL SLATE HEART CHALKBOARD , JUMBO BAG PINK POLKADOT, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.7894736842105263,0.02297923805684338,0.0024205736817322263,1.1539714046459697,29.771929824561404,45
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG PINK POLKADOT,0.7758620689655172,0.06813142511590405,0.009388448605025265,1.8104664741946994,18.32758620689655,86
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8,0.06813142511590405,0.0028025898927579486,1.1693576900412492,29.771929824561404,118
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO STORAGE BAG SUKI,0.7666666666666667,0.06813142511590405,0.00859207360650323,1.8059987337765115,17.55,90
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY",WHITE HANGING HEART T-LIGHT HOLDER,0.5542168674698795,0.06813142511590405,-0.002377748209872929,0.8863539263436726,18.686746987951807,89
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,0.8518518518518519,0.02176980447490425,0.009215358936979149,1.9877878819553327,19.685185185185187,46
"NATURAL SLATE HEART CHALKBOARD , JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.8490566037735849,0.02136665994759121,0.0035237968429500965,1.2410635861286845,32.0188679245283,45
"NATURAL SLATE HEART CHALKBOARD , JUMBO STORAGE BAG SUKI",JUMBO BAG PINK POLKADOT,0.703125,0.03467042934892159,0.008121480992580669,1.6407352422389463,16.609375,57
"NATURAL SLATE HEART CHALKBOARD , JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,0.7164179104477612,0.03467042934892159,0.0009359031487732919,1.0471859910817156,26.515625,58
"NATURAL SLATE HEART CHALKBOARD , JUMBO STORAGE BAG SUKI",JUMBO SHOPPER VINTAGE RED PAISLEY,0.703125,0.03467042934892159,0.007956517600029677,1.6867519946808511,16.15625,51
"NATURAL SLATE HEART CHALKBOARD , JUMBO STORAGE BAG SUKI, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.7796610169491526,0.023785527111469463,0.002272106628436333,1.1396282572435905,28.76271186440678,46
"NATURAL SLATE HEART CHALKBOARD , PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.4626865671641791,0.09997984277363435,-0.012918340154596702,0.6763076192402748,14.504273504273504,109
"NATURAL SLATE HEART CHALKBOARD , PARTY BUNTING",WHITE HANGING HEART T-LIGHT HOLDER,0.4475806451612903,0.09997984277363435,-0.010545223921755994,0.7158115991763899,13.256410256410257,111
"NATURAL SLATE HEART CHALKBOARD , REGENCY CAKESTAND 3 TIER",WHITE HANGING HEART T-LIGHT HOLDER,0.4224137931034483,0.04676476516831284,-0.009486857801271202,0.6755624847150893,13.370689655172415,49
"NATURAL SLATE HEART CHALKBOARD , REGENCY CAKESTAND 3 TIER, PARTY BUNTING",WHITE HANGING HEART T-LIGHT HOLDER,0.5555555555555556,0.03265470671235638,-0.002276738605468553,0.8884948778565801,19.14814814814815,45
"NATURAL SLATE HEART CHALKBOARD , SET OF 3 CAKE TINS PANTRY DESIGN ",WHITE HANGING HEART T-LIGHT HOLDER,0.4,0.0463616206409998,-0.010444214317351617,0.6397163120567376,13.486956521739131,46
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL",JUMBO BAG RED RETROSPOT,0.5123456790123457,0.06530941342471276,-0.007868753824682351,0.748894199640615,16.00943396226415,83
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL",LUNCH BAG RED RETROSPOT,0.41358024691358025,0.06530941342471276,-0.0050560060875554985,0.8266605982829458,9.058394160583942,67
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL",NATURAL SLATE HEART CHALKBOARD ,0.5432098765432098,0.06530941342471276,0.010358725899142926,1.412402619250977,10.719101123595506,88
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL",REGENCY CAKESTAND 3 TIER,0.4382716049382716,0.06530941342471276,-0.0008127088122672305,0.972390622584421,8.16058394160584,71
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL",WHITE HANGING HEART T-LIGHT HOLDER,0.5123456790123457,0.06530941342471276,-0.004394364736742601,0.8193897206899572,17.043956043956044,83
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, NATURAL SLATE HEART CHALKBOARD ",JUMBO BAG RED RETROSPOT,0.5909090909090909,0.03547671840354767,-0.0033073941265149764,0.8637301119622864,19.28409090909091,52
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, NATURAL SLATE HEART CHALKBOARD ",LUNCH BAG RED RETROSPOT,0.5113636363636364,0.03547671840354767,0.0003924178436594796,1.0221091861402094,14.102272727272727,45
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, NATURAL SLATE HEART CHALKBOARD ",REGENCY CAKESTAND 3 TIER,0.5909090909090909,0.03547671840354767,0.004973605654034954,1.311046511627907,12.704545454545455,52
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, NATURAL SLATE HEART CHALKBOARD ",WHITE HANGING HEART T-LIGHT HOLDER,0.7045454545454546,0.03547671840354767,0.0028121788978421936,1.12677304964539,20.95945945945946,62
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",JUMBO BAG RED RETROSPOT,0.6901408450704225,0.02862326143922596,0.00017187072672184705,1.0087768804933313,23.901408450704224,49
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",NATURAL SLATE HEART CHALKBOARD ,0.7323943661971831,0.02862326143922596,0.009955012532545226,1.9043021230106003,13.43661971830986,52
"PACK OF 72 RETROSPOT CAKE CASES, HEART OF WICKER SMALL, REGENCY CAKESTAND 3 TIER",WHITE HANGING HEART T-LIGHT HOLDER,0.704225352112676,0.02862326143922596,0.002259754689683746,1.1262611127759463,21.845070422535212,50
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,0.8,0.06127796815158234,0.004098243257700327,1.1693576900412492,29.25862068965517,114
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO SHOPPER VINTAGE RED PAISLEY,0.4067796610169492,0.047571054222938926,-0.0004791252031924398,0.9758384421204472,8.76271186440678,48
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",JUMBO STORAGE BAG SUKI,0.550561797752809,0.06127796815158234,0.005432090117469782,1.296931186444295,12.244186046511627,78
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,0.5268817204301075,0.06127796815158234,0.000996525163966908,1.0531265975236757,14.430232558139535,75
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT",WHITE HANGING HEART T-LIGHT HOLDER,0.4122137404580153,0.06127796815158234,-0.011252291152586628,0.6592496345622869,11.83969465648855,62
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,0.8070175438596491,0.02297923805684338,0.002823718209045268,1.1796152136381022,29.771929824561404,46
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG PINK POLKADOT, PARTY BUNTING",JUMBO BAG RED RETROSPOT,0.7966101694915254,0.023785527111469463,0.0026752511557493744,1.1644027845749727,28.76271186440678,47
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,0.45569620253164556,0.07740374924410401,0.0017295964763819351,1.0633625873751147,9.752293577981652,81
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG RED RETROSPOT",JUMBO STORAGE BAG SUKI,0.4305555555555556,0.12054021366659948,0.0005263388638191033,1.014238419331012,8.424,128
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG RED RETROSPOT",LUNCH BAG RED RETROSPOT,0.43781094527363185,0.12054021366659948,-0.004246547785486317,0.8750927072935083,11.18018018018018,130
"PACK OF 72 RETROSPOT CAKE CASES, JUMBO BAG RED RETROSPOT",REGENCY CAKESTAND 3 TIER,0.4,0.07458173755291272,-0.0037824561919598547,0.8874776386404294,6.043243243243243,74
