ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
8726b4a4cc5d462ddb9775061e17d191,25,NA,United Kingdom,NA,Unable to work,NA,male,NA,start your own business,NA,English,NA,"some college credit, no degree",NA
727940290711933d6d9646af77df7dcd,20,NA,United States of America,food and beverage,Employed for wages,40000,agender,6000,work for a medium-sized company,  Front-End Web Developer,English,NA,"some college credit, no degree",NA
d48136319c2e20c36086c5b454e80e82,28,NA,Venezuela,software development and IT,Employed for wages,NA,male,10000,NA,NA,Spanish,NA,bachelor's degree,NA
700471a7c89eb1f3b6ee23d72a999262,21,NA,Nepal,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Newar,NA,high school diploma or equivalent (GED),NA
19d264ab9311b49abf44a96319567734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7a628f6fa302abd4eed19fa085349ac9,NA,NA,United States of America,NA,Employed for wages,80000,female,NA,work for a multinational corporation,  Data Scientist / Data Engineer,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
a4c334ee79b0d124c2cd088790522aad,26,NA,United States of America,NA,Not working but looking for work,115000,female,NA,work for a startup,Back-End Web Developer,English,NA,bachelor's degree,20000
460e0bf434eb319712cdac1fd9a39e9b,19,NA,Canada,software development and IT,Self-employed freelancer,35000,male,10000,work for a startup,Back-End Web Developer,Tamil,"single, never married",bachelor's degree,20000
8f78054c323dfd80020a29d47b4bac90,43,2,"Netherlands (Holland, Europe)",NA,Employed for wages,55000,male,50000,work for a startup,  Data Scientist / Data Engineer,Dutch,married or domestic partnership,bachelor's degree,NA
6bbfffc28a4cf12a2bbe6654391fd6be,26,NA,United States of America,NA,Not working but looking for work,60000,female,NA,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,NA
f35e173c72a6677790efa8504264ca05,33,NA,Nepal,education,Employed for wages,NA,male,40000,NA,NA,Nepali,married or domestic partnership,master's degree (non-professional),NA
90ec994b4aa37a508969af2d125032ff,41,2,United States of America,NA,Employed for wages,80000,male,83000,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,NA
454eb65651f47844aa47942245f45c4c,17,NA,South Africa,NA,Not working and not looking for work,NA,male,NA,freelance ,NA,English,NA,no high school (secondary school),NA
0dd4be43455f2d4321910d1fa626f83b,30,NA,United States of America,education,Employed for wages,NA,female,30000,NA,NA,English,NA,master's degree (non-professional),4000
c49ed37c1934b3c3e9a44ec05bf982c0,40,2,United States of America,NA,Employed for wages,NA,male,90000,work for a medium-sized company,  DevOps / SysAdmin,English,married or domestic partnership,bachelor's degree,NA
51b4e374dc3c058c559365463355ad4a,27,NA,United States of America,finance,Self-employed business owner,NA,male,55000,start your own business,NA,English,NA,bachelor's degree,NA
844334ad1824bd26337558ee01b39b44,26,NA,United States of America,office and administrative support,Employed for wages,NA,male,NA,freelance ,NA,English,NA,bachelor's degree,NA
c4e2b6686407c28cebf60df61bb49703,18,NA,Egypt,NA,NA,70000,male,NA,work for a startup,Full-Stack Web Developer,Arabic,NA,high school diploma or equivalent (GED),NA
0c8e04418d6c716bca7b3792b631136c,42,NA,Mexico,construction and extraction,Employed for wages,NA,male,NA,freelance ,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
bf0bfeeda915188e6da243be1feed97f,23,NA,India,NA,Not working but looking for work,50000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Tamil,NA,"professional degree (MBA, MD, JD, etc.)",NA
f450d0adf09cb968cf18b8015b83f3c9,32,NA,United States of America,NA,Unable to work,65000,male,NA,work for a startup,  Data Scientist / Data Engineer,English,NA,high school diploma or equivalent (GED),NA
a4912e00b9b7d912cb908116869dc735,29,NA,India,software development and IT,Employed for wages,NA,male,12000,NA,NA,Bengali,NA,bachelor's degree,NA
bb9f31dbd13f6bf03b551f6f9d9322e9,26,NA,France,NA,Not working and not looking for work,30000,male,NA,work for a startup,Full-Stack Web Developer,French,NA,master's degree (non-professional),NA
d8b6c4ad9164e63d425b59fee45026d7,31,2,Kyrgyzstan,NA,NA,NA,male,NA,start your own business,NA,Russian,married or domestic partnership,master's degree (non-professional),NA
db53629f922d71baca39a86b8fbdf2ff,39,1,United States of America,NA,Employed for wages,60000,male,36000,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,NA
b93f957f3382754a9f02e436d6625197,24,NA,United Kingdom,office and administrative support,Employed for wages,28000,male,9000,work for a startup,  User Experience Designer,English,NA,"some college credit, no degree",NA
0d5539517b249a5ede2868360c5a50ca,25,NA,Israel,NA,Employed for wages,NA,male,13000,NA,NA,English,married or domestic partnership,"some college credit, no degree",NA
524d6df8f0a09413319a9899ae68c705,35,NA,Germany,software development and IT,Employed for wages,NA,male,13000,NA,NA,German,"single, never married","professional degree (MBA, MD, JD, etc.)",NA
68d2fa0a5bbddec2da8ab2b0539b99f2,24,NA,Colombia,software development and IT,Employed for wages,NA,male,50000,NA,NA,Spanish,NA,"some college credit, no degree",NA
52ed2ef795c69805344e4077efe8c9f9,35,1,Finland,software development and IT,Employed for wages,NA,male,35000,NA,NA,Finnish,married or domestic partnership,no high school (secondary school),NA
28eff0213e01041c07f66a1d67579148,20,NA,India,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Marathi,NA,bachelor's degree,NA
2cdd375a8aeb12b11233dcae10479f06,24,NA,India,NA,Not working but looking for work,10000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Tamil,NA,master's degree (non-professional),NA
b3c2c1326290f7d312657c2aa1c1d58e,32,NA,Australia,software development and IT,Employed for wages,NA,male,50000,freelance ,NA,English,NA,high school diploma or equivalent (GED),NA
45fbe802b1fc8aebbd5527bb993b4a98,21,NA,Lithuania,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Lithuanian,NA,"some college credit, no degree",NA
a58526aabd8f54d20ed3974a8e6f7dea,NA,NA,NA,NA,NA,50000,NA,NA,work for a multinational corporation,  Front-End Web Developer,NA,NA,NA,NA
363ec22881efdba7ebeed1fb05523f40,21,NA,India,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Marathi,NA,bachelor's degree,NA
765f4fa6bd2f58a95a0b44c78b379f2d,20,NA,India,NA,NA,NA,female,NA,start your own business,NA,Marathi,NA,bachelor's degree,NA
29128be77822be543bd8abced811e745,26,NA,United States of America,NA,Employed for wages,40000,male,20000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
a04919bb2ba6ce46557af5dca767bab3,46,2,South Africa,NA,Employed for wages,60000,male,50000,work for a multinational corporation,  Data Scientist / Data Engineer,Afrikaans,married or domestic partnership,master's degree (non-professional),NA
96b191b53a2c1575abb8217c841d15b4,35,NA,United States of America,software development and IT,Employed for wages,80000,female,51500,work for a medium-sized company,  User Experience Designer,English,NA,bachelor's degree,NA
5aee539547bfde70f2f8b5f49b4e8ab3,16,NA,New Zealand,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,NA,some high school,NA
c492ed0ecef7527c0e35a2e9138e6431,24,NA,United Kingdom,NA,Employed for wages,NA,female,22000,NA,NA,French,NA,bachelor's degree,NA
69af273f938b631a146eca8bf0ea427e,32,NA,Spain,software development and IT,Employed for wages,NA,male,20000,NA,NA,Spanish,NA,bachelor's degree,NA
ee61375392118b033e16ceaebb6de340,46,1,United States of America,NA,Not working but looking for work,125000,male,NA,work for a startup,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,NA
f34977cf322234c1df6655c36953be6d,NA,NA,NA,sales,Employed for wages,NA,male,NA,work for a multinational corporation,Full-Stack Web Developer,NA,NA,bachelor's degree,NA
abd57823813b6a412f1a7031c755b64e,22,NA,United States of America,NA,Employed for wages,40000,male,11000,work for a medium-sized company,  DevOps / SysAdmin,English,NA,"some college credit, no degree",NA
c891b16b510767dbcd799123f1b6af19,29,2,United Kingdom,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,married or domestic partnership,"trade, technical, or vocational training",10000
aff769b97ef289cadfa82dae0e784fd1,23,NA,China,software development and IT,Employed for wages,NA,male,7000,NA,NA,Mandarin Chinese,"single, never married","some college credit, no degree",7000
fd7de0eadc74ad1c33b0922155e176d6,26,NA,Italy,NA,Not working but looking for work,NA,male,NA,work for a startup,Full-Stack Web Developer,Italian,NA,bachelor's degree,NA
d6143e7b8e2a74d4e830c74812b97f8d,26,NA,United States of America,NA,Not working but looking for work,65000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,"some college credit, no degree",480000
f43e7f320b2da6fca60afcaa0c1525e5,36,NA,Italy,software development and IT,Employed for wages,NA,male,10000,NA,NA,Italian,NA,high school diploma or equivalent (GED),NA
848d969d9980b045897188b76041545a,30,2,United States of America,NA,Employed for wages,NA,male,90000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
9d7f6d295c0b55675b6341e587419268,24,NA,Russia,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Russian,NA,"some college credit, no degree",NA
631b9b3c28cf01deec46d56545a53dd2,25,NA,Iceland,software development and IT,Employed for wages,NA,male,8000,NA,NA,Icelandic,married or domestic partnership,bachelor's degree,14214
2335557edec27d4fbb6e23c4b02ccc1d,26,NA,Germany,"arts, entertainment, sports, or media",Employed for wages,NA,female,NA,freelance ,NA,German,NA,bachelor's degree,NA
8f02885ca620a2c7d76787fccc1f44ff,15,NA,"Netherlands (Holland, Europe)",NA,NA,NA,male,NA,work for a startup,Back-End Web Developer,French,NA,some high school,NA
a0f45f2a21e8d5940f73d0cdaa55170d,16,NA,"Netherlands (Holland, Europe)",NA,Not working but looking for work,NA,male,NA,freelance ,NA,Dutch,NA,some high school,NA
2bda5b466480024eda4fa72e4a9306c5,27,NA,United Kingdom,office and administrative support,Employed for wages,NA,male,34000,NA,NA,English,NA,master's degree (non-professional),NA
a558421a4fee5b65368d3c323d135732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88e171dd47a02ac28b936689ed92f69b,31,NA,Ecuador,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Spanish,married or domestic partnership,bachelor's degree,NA
af76def97b130cd1eec6c34e3e42b8db,24,NA,United States of America,software development and IT,Employed for wages,NA,male,33000,freelance ,NA,English,NA,bachelor's degree,20000
2910bf5e4d1dd7f11ab57d75e29d982f,24,NA,United States of America,architecture or physical engineering,Employed for wages,65000,male,30000,work for a startup,Full-Stack Web Developer,English,NA,associate's degree,24000
c048b58d9617387a7c036af7a1c696c6,20,NA,Afghanistan,NA,Not working but looking for work,40000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Persian,"single, never married","some college credit, no degree",NA
6373159f818f65a63687c4670566ccc7,15,NA,United Kingdom,NA,NA,28000,male,NA,work for a multinational corporation,Full-Stack Web Developer,English,NA,some high school,NA
4d3991386111de723af1d8caeff1fc1a,31,NA,United States of America,software development and IT,Employed for wages,60000,female,48000,work for a startup,Full-Stack Web Developer,English,NA,master's degree (non-professional),31000
565fa25efd2274a116a51390c3df6f2d,25,NA,India,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Oriya,NA,bachelor's degree,NA
2334a0fdaafa944d476cbe811234c8a9,38,2,Canada,software development and IT,Employed for wages,NA,male,NA,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",NA
97879bb036682540ebebfe138061a20d,21,NA,France,NA,Not working but looking for work,20000,male,NA,work for a medium-sized company,  Front-End Web Developer,French,NA,high school diploma or equivalent (GED),NA
86ca862258a3f6162a07bac0d262cf08,33,NA,United States of America,NA,Employed for wages,NA,female,30000,freelance ,NA,English,NA,master's degree (non-professional),140000
75ce26756376b413e3c8277000ce7d3d,16,NA,Italy,NA,Not working and not looking for work,NA,female,NA,work for a startup,Full-Stack Web Developer,Italian,NA,some high school,NA
845536f0a97d2b6bd3c9d86a3213503b,36,NA,United States of America,NA,A stay-at-home parent or homemaker,55000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,master's degree (non-professional),NA
b50ebd606e46872cc1a8f0e9264e9c72,45,NA,United States of America,NA,Not working but looking for work,70000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,105667
0c27d2470ee1d93a16b0936b061b3fe5,38,1,United States of America,NA,Self-employed business owner,NA,male,60000,freelance ,NA,Spanish,married or domestic partnership,bachelor's degree,6000
00a590ed79497fec30887f5d4b7f797a,39,NA,Denmark,NA,A stay-at-home parent or homemaker,45000,male,NA,work for a medium-sized company,  Front-End Web Developer,Danish,NA,"trade, technical, or vocational training",NA
7507f5dc0c019387f1dc872915591d3d,32,NA,United States of America,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,NA,master's degree (non-professional),NA
a7cedf704a7c551483b76266bcf73488,24,NA,United States of America,NA,Employed for wages,80000,male,50000,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,bachelor's degree,NA
0e6db567fb3538da2b3c4838092f8225,23,NA,United States of America,finance,Employed for wages,40000,female,10000,work for a startup,  User Experience Designer,Vietnamese,NA,bachelor's degree,NA
f5a1bd9511da921a24ed51e2e6670f09,28,NA,Canada,food and beverage,Employed for wages,NA,male,17500,freelance ,NA,English,NA,"some college credit, no degree",7500
3cf64bab0be37405cb578745c1500c88,34,NA,United States of America,software development and IT,Employed for wages,NA,female,50000,NA,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",30000
a287738c83af730a84e2165bb3662be5,26,NA,Bangladesh,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Bengali,NA,master's degree (non-professional),NA
f6e2706bd3841ade7f62c75d68f64ed5,25,NA,United States of America,health care,Employed for wages,68000,female,70000,work for a startup,Full-Stack Web Developer,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
f6ce47c85d9ed3c87ac195b5ce4876b8,23,NA,United States of America,education,Employed for wages,60000,female,30000,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,39000
0b9b8ff360b2f10e228189058941d62f,26,NA,United States of America,software development and IT,Employed for wages,60000,female,43000,work for a medium-sized company,  DevOps / SysAdmin,English,NA,bachelor's degree,300
132439cc139005a44fca787c21f7e13a,23,NA,NA,"arts, entertainment, sports, or media",Employed for wages,NA,female,NA,work for a startup,  User Experience Designer,NA,NA,bachelor's degree,NA
13253238f2dee73b8d784281f7660128,35,NA,United States of America,construction and extraction,Employed for wages,35000,male,30000,work for a multinational corporation,Full-Stack Web Developer,English,NA,associate's degree,NA
8603c321ca9848b3981cd53454047f00,28,NA,United States of America,NA,Not working but looking for work,60000,female,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
3e18dab8a2131734d81d86c163dca7b6,29,NA,India,software development and IT,Employed for wages,NA,male,10000,start your own business,NA,Hindi,"single, never married",bachelor's degree,NA
99e406795684ddb065f0736bb2c0d0d5,28,NA,United States of America,NA,Employed for wages,75000,female,45000,work for a startup,  Data Scientist / Data Engineer,English,NA,bachelor's degree,NA
e05ac15f847dcd35239b5559d332053c,28,NA,Germany,software development and IT,Employed for wages,80000,male,65000,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,NA
9385dd9895ef468d4450314c9579db26,41,NA,United States of America,legal,Employed for wages,NA,male,140000,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",50000
5034f3af856731581e78f6bf2e1863a3,31,NA,United States of America,NA,Employed for wages,NA,male,40000,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",NA
d3bda6a65cf71b8b3ed5083a027a5f04,24,NA,United States of America,NA,Employed for wages,60000,male,57000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,35000
11e285d743a6811c8fd1cf3b9ba5624c,51,NA,United States of America,health care,Employed for wages,NA,male,NA,freelance ,NA,English,NA,"some college credit, no degree",NA
36400fa8a161d9b625df3105d81a9fc3,31,NA,United States of America,food and beverage,Employed for wages,NA,male,32000,freelance ,NA,English,NA,associate's degree,NA
036973aa641a701663b82ac539ea8e1e,25,NA,United States of America,sales,Self-employed business owner,75000,male,49999,work for a multinational corporation,  Mobile Developer,English,NA,"some college credit, no degree",NA
486bd1a09d251b779d781ebdb5c0831b,25,NA,India,software development and IT,Self-employed freelancer,NA,male,NA,NA,NA,Telugu,NA,bachelor's degree,NA
1f1f594f3b56637b2bf2e32670677157,35,NA,United States of America,legal,Employed for wages,60000,female,55000,work for a medium-sized company,  Front-End Web Developer,English,NA,"professional degree (MBA, MD, JD, etc.)",250000
ecbb6a87fb916524629cb3c7674c4d4f,26,NA,United States of America,food and beverage,Employed for wages,38000,male,17000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,30000
1c22431943b07cb66b8d97d92412c4fe,33,1,United States of America,software development and IT,Employed for wages,65000,male,48000,work for a multinational corporation,  DevOps / SysAdmin,English,married or domestic partnership,"some college credit, no degree",40000
f96ea91b0bbf5458584990a49da86f4e,23,NA,Canada,sales,Employed for wages,12000,female,31000,work for a medium-sized company,Full-Stack Web Developer,English,NA,"some college credit, no degree",28000
d4f8e1e982095169404a10f9b671ffba,26,NA,United States of America,health care,Employed for wages,55000,male,45000,work for a startup,Back-End Web Developer,English,NA,bachelor's degree,7500
51ac574670ac7529808fc56980dc4ffa,30,NA,United States of America,NA,NA,NA,male,NA,NA,NA,NA,NA,NA,NA
c055dc86a7085bf0685b4f8d595c06e9,70,4,United States of America,NA,Retired,NA,male,NA,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
7621eb427be0eb557dc118b599c6ef68,27,NA,United States of America,NA,Not working but looking for work,80000,female,NA,work for a startup,Back-End Web Developer,English,NA,"some college credit, no degree",20000
dae489e3e57c013acfe73a2b7a1b64e2,30,NA,United States of America,office and administrative support,Employed for wages,70000,male,40000,work for a startup,  Front-End Web Developer,English,married or domestic partnership,"some college credit, no degree",NA
22c0633c14a8741575b10e95c51b50f9,20,NA,Portugal,NA,Doing an unpaid internship,55000,female,NA,work for a medium-sized company,  Front-End Web Developer,Portuguese,NA,"some college credit, no degree",NA
2c70911c42f3b78c575d9039058ee628,26,NA,United States of America,NA,Employed for wages,NA,female,24000,start your own business,NA,English,NA,"some college credit, no degree",NA
56c97145fe0a96ec72c0196fa006fc6d,27,NA,Ukraine,software development and IT,Employed for wages,NA,male,NA,NA,NA,Ukrainian,NA,Ph.D.,NA
d664e91d918b1dc4c371f59b75241782,16,NA,United States of America,NA,Not working and not looking for work,NA,female,NA,start your own business,NA,English,NA,some high school,NA
3857647b7dec22addf23ca9f18dc58c0,15,NA,United States of America,NA,Unable to work,NA,male,NA,freelance ,NA,English,NA,some high school,NA
acbdf18a99556b4231e8c4fc7d652586,34,NA,United States of America,NA,Not working but looking for work,60000,male,NA,work for a startup,  DevOps / SysAdmin,English,married or domestic partnership,associate's degree,NA
760081cbc8756e48d570a55fc0e0d3eb,36,NA,Spain,office and administrative support,Employed for wages,15000,male,12000,work for a startup,Full-Stack Web Developer,Spanish,NA,"some college credit, no degree",NA
95fdb98727d46186536520390547c009,31,NA,United States of America,NA,Not working but looking for work,NA,female,NA,start your own business,NA,English,NA,bachelor's degree,97000
3c4c7f508eff3c3fc0f315cb0d36541f,39,3,"Netherlands (Holland, Europe)",software development and IT,Self-employed freelancer,NA,male,100000,start your own business,NA,Dutch,married or domestic partnership,master's degree (non-professional),20000
f76c7de59368a689e35f5b28a75ef780,30,NA,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,90000,female,56000,work for a startup,  Data Scientist / Data Engineer,English,NA,"some college credit, no degree",NA
d6f02088a4b4466b710f382baad39bc4,35,NA,United States of America,software development and IT,Employed for wages,NA,female,73000,freelance ,NA,English,NA,bachelor's degree,198000
70b9c7fef28e9d91cf68b8543148f3f3,24,NA,"Netherlands (Holland, Europe)",office and administrative support,Employed for wages,NA,female,NA,freelance ,NA,Dutch,NA,bachelor's degree,NA
87b8eb2f80c08905920637761d93c7af,24,NA,Indonesia,NA,Not working but looking for work,60000,male,NA,work for a startup,  Product Manager,Mandarin Chinese,NA,bachelor's degree,NA
86045c047ffab803b34b2cbb42b6bf5a,28,NA,United States of America,software development and IT,Employed for wages,NA,male,87000,NA,NA,English,NA,bachelor's degree,NA
1e3531ea61f540f530471a1a6e00ff92,30,NA,United States of America,health care,Self-employed business owner,NA,male,135000,start your own business,NA,English,NA,bachelor's degree,NA
b7af0231b19678c8e9091d4519ca6ed3,36,1,United States of America,legal,Employed for wages,100000,female,NA,work for a multinational corporation,  Front-End Web Developer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",100000
ffc1227f125b32a6e582e7700ec13c3b,38,NA,Slovakia,NA,Not working but looking for work,NA,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,master's degree (non-professional),NA
b8b0a013cb51adef9359780ba7960754,NA,NA,United States of America,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,English,NA,no high school (secondary school),NA
7fb9bd108b05f7c531544ab736953325,57,NA,United States of America,transportation,Employed for wages,NA,male,84000,start your own business,NA,English,NA,bachelor's degree,NA
b8c956d9e351257ec9088fb8b87599d4,24,NA,Mexico,NA,Not working but looking for work,75000,male,NA,work for a startup,Full-Stack Web Developer,Spanish,NA,bachelor's degree,1600
10d8e5f751d68733574fca4c2a617ea6,24,NA,United States of America,NA,Employed for wages,NA,female,25000,start your own business,NA,English,NA,associate's degree,50000
e0df01005ee22fb7a0aadf533302600a,24,NA,Canada,NA,NA,70000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,high school diploma or equivalent (GED),NA
f680172283d64808549ee290dd5b56d1,21,NA,United Kingdom,NA,Doing an unpaid internship,18000,male,NA,work for a medium-sized company,Full-Stack Web Developer,Russian,NA,high school diploma or equivalent (GED),NA
02a22f596f93458cc5ff8a8e1703369f,27,NA,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,60000
1c4a5751b2df9b0b4c5e48c237fedf33,22,NA,Indonesia,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Indonesian,NA,bachelor's degree,NA
9cd028dac6c63971a414142858f25e50,26,NA,New Zealand,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Mandarin Chinese,NA,bachelor's degree,15000
cce706c8c48253dfcd0a6638ca5031fa,39,2,United States of America,education,Employed for wages,NA,female,31000,freelance ,NA,English,married or domestic partnership,master's degree (non-professional),100000
b6b5e22ce21231978a0fa6dfb4addfca,40,NA,New Zealand,NA,Not working but looking for work,40000,male,NA,work for a medium-sized company,  Data Scientist / Data Engineer,English,NA,bachelor's degree,NA
637f28f2eb316737a2fa0a81d0590848,38,NA,Canada,NA,Doing an unpaid internship,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
c8b9b4e028eac22a7b4e1fbbf6cb893b,21,NA,Morocco,NA,Not working and not looking for work,75000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Arabic,NA,bachelor's degree,NA
fd2d9023daf7de50a437bb8717843c92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35047a6022837677323014a0d91fb334,30,NA,Hungary,software development and IT,Employed for wages,NA,male,15000,NA,NA,Hungarian,"single, never married","some college credit, no degree",1500
b9a1c95563162f436e61ef5f038d9020,24,NA,India,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Hindi,NA,some high school,NA
31911390cc1c2155014f4e39ba4e02de,30,1,United States of America,software development and IT,Employed for wages,55000,male,40000,work for a medium-sized company,  Mobile Developer,English,married or domestic partnership,bachelor's degree,50000
6fa50b2a8c0fea2d748dcd238ba9411e,23,NA,Australia,NA,Not working and not looking for work,90000,female,NA,work for a multinational corporation,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
24689d1fc0a782afaec5b00f6da9ba5f,38,3,Great Britain,software development and IT,Employed for wages,75000,female,73000,work for a medium-sized company,  Quality Assurance Engineer,English,married or domestic partnership,bachelor's degree,NA
30b9c85356cf103b06046150413ccdda,19,NA,Philippines,NA,Not working and not looking for work,NA,female,NA,work for a multinational corporation,Full-Stack Web Developer,Tagalog,NA,associate's degree,NA
204a0ca08d3df985c443d92bb9acd393,26,NA,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,NA,male,20000,freelance ,NA,English,NA,master's degree (non-professional),NA
5e7167ab011b1c2b13a957d77bd8a9d1,19,NA,India,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Marathi,NA,high school diploma or equivalent (GED),NA
d8fb26426450d7f914a8f5f290ecb6a7,32,NA,United States of America,software development and IT,Employed for wages,NA,female,90000,NA,NA,English,NA,bachelor's degree,NA
f600d7352c771840f5d101a207764c2e,32,2,Germany,NA,A stay-at-home parent or homemaker,70000,female,NA,work for a medium-sized company,Back-End Web Developer,German,married or domestic partnership,bachelor's degree,NA
33110803f8f8fa1e73f96e9b47ab456c,41,3,United States of America,health care,Employed for wages,60000,male,105000,work for a medium-sized company,Full-Stack Web Developer,English,separated,bachelor's degree,NA
53dd6f2d971ed55565c660a0c9edd699,25,NA,India,software development and IT,Employed for wages,NA,male,NA,NA,NA,Tamil,"single, never married",bachelor's degree,NA
2df4dfea86f1fca187a862aec9537dbb,25,NA,Germany,software development and IT,Self-employed freelancer,NA,male,11400,freelance ,NA,German,NA,"trade, technical, or vocational training",NA
f6924550a8445088b4a41958dda983aa,17,NA,United States of America,NA,NA,50000,male,NA,work for a medium-sized company,  Front-End Web Developer,Russian,NA,some high school,NA
d3fa51d9519a7fe9174c93e587d37e12,22,NA,Australia,NA,Not working and not looking for work,NA,male,NA,freelance ,NA,English,NA,"trade, technical, or vocational training",NA
d8a8bc024f64c0c3a6665bb4999e55c1,28,NA,United States of America,NA,Employed for wages,60000,male,20000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
a33f9cc8e54113dc352dac3d16c4d715,32,1,Bulgaria,software development and IT,Employed for wages,30000,male,17000,work for a startup,Full-Stack Web Developer,Bulgarian,married or domestic partnership,master's degree (non-professional),NA
19b910e70e0cc5562d795e687932919f,22,NA,Poland,NA,Doing an unpaid internship,NA,male,NA,NA,NA,Polish,NA,some high school,NA
032f6a70de1c67bacc0a2d0571136aca,36,NA,Croatia,software development and IT,Self-employed business owner,NA,female,NA,NA,NA,Croatian,NA,master's degree (non-professional),NA
730da4996c745096346c75ec3649e7f0,39,4,Ireland,software development and IT,Employed for wages,NA,male,120000,freelance ,NA,Irish,married or domestic partnership,bachelor's degree,NA
da614db825001b7be92b76c89935c401,30,NA,Slovakia,software development and IT,Employed for wages,25000,male,16000,work for a medium-sized company,Full-Stack Web Developer,Slovak,NA,bachelor's degree,NA
3210e940385fc373c3e967168eeadecd,36,NA,Nigeria,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Yoruba,NA,master's degree (non-professional),NA
c20925359c40c762d1e76de21f60e30d,31,NA,India,software development and IT,Employed for wages,NA,female,15000,NA,NA,Tamil,divorced,bachelor's degree,NA
0731059901f370a06ac4f694d1f338ec,20,NA,India,NA,NA,NA,male,NA,start your own business,NA,Hindi,NA,bachelor's degree,NA
786912eb623e905011ab9660f593b832,21,NA,Poland,NA,Not working and not looking for work,NA,male,NA,freelance ,NA,Polish,NA,"some college credit, no degree",NA
17236b8fca77532ab7d9d3dcacb0bdab,50,2,United Kingdom,transportation,Employed for wages,50000,male,50000,NA,Full-Stack Web Developer,English,married or domestic partnership,"trade, technical, or vocational training",NA
3a3e8f79f863d4a044e3992248006766,50,1,United States of America,NA,Employed for wages,NA,female,NA,start your own business,NA,English,divorced,bachelor's degree,NA
4aa4e9fc8a605e62b6db2bc20fa883ce,24,NA,United States of America,NA,Employed for wages,NA,female,45000,start your own business,NA,English,NA,bachelor's degree,30000
